qv_bl,inv,delt,delq,na,baut
10.4613,900,11.157,-6.3422,150,-1.79
7.40985155186305,632.60144867003,7.73841939442403,-3.45039424402639,320.554774477069,-1.68035498246513
7.66021979435657,663.222732696061,13.086273671415,-4.46617395963986,57.110258164932,-1.34942764416064
9.87501065322819,505.938875678306,12.9240944638693,-1.85171547371428,286.747888243408,-1.93248536018059
10.5199519103238,892.374904379249,4.85316465289022,-2.14560192953795,461.13366070642,-2.23137311601616
10.2042802015319,1211.86399454872,20.4591494837931,-6.6278563273605,488.91020205225,-1.33456883459999
10.657189317684,1291.66691572405,2.04951279965074,-1.64742772032041,128.862208428948,-1.97517188664089
10.6974287409956,1262.725498608,2.93820304573746,-5.65964942129794,416.795998338843,-1.34409969321015
7.19512261324562,1255.49080899917,6.21538797035658,-1.23622539867647,223.087676268381,-1.35833674635352
8.11219540575209,879.91403041097,12.5280419969349,-3.2713511208538,156.641688454741,-1.58642791951477
8.70602330580975,992.161220276107,6.98833554334318,-3.30939061425161,306.034628034026,-1.40372622029117
8.15930046440723,755.585478485251,11.3133986710881,-4.93162084047217,289.913487912932,-1.77335817604504
9.61423436029193,926.48654623578,11.7708849005789,-4.21977960171644,143.641644974433,-1.57484987052094
8.76883058934473,949.011242693911,14.3457626178162,-5.3351737489691,93.3679707331273,-1.41876575296063
9.5914256746415,809.229242202515,14.5380953623409,-3.58326845008414,319.071853569786,-1.62772016947447
9.47939106778552,1045.86288790591,9.79040169567646,-6.27004308130126,181.35575520775,-1.68822597329122
8.57512108753435,844.865854599823,5.19357087654062,-4.38376173630822,360.617247496072,-1.60568012445355
9.82955228548187,702.033651362484,10.6803336955917,-2.82850199532695,253.194986560188,-1.38000717911385
7.56076945660946,1056.74841856894,12.1179383438663,-5.1265490433434,219.715705956255,-1.86103877292834
7.82591623757035,1145.82335846188,18.8520674877102,-3.14753324964549,367.410764225953,-1.55065520910756
9.08273994068926,1128.14994944073,6.1107194516575,-1.95772406666074,271.373825855514,-1.62124901491823
9.32007069319176,1005.3844641832,11.1641142960056,-4.80372530587483,377.859978058026,-1.45988930919747
9.24802436161166,594.853830421343,16.5830378655034,-5.23719203742221,303.734543675014,-1.8372428513053
8.90484275111618,794.710417057698,14.9996262930838,-4.76863057296723,68.2364798374474,-1.76011012289623
10.3755264938964,737.184271154304,10.4935581627806,-4.52430135910399,483.443211373718,-1.73995825861758
9.0142130558379,583.058939273159,18.3561151235869,-2.78857801118866,237.13406348438,-1.44028705596605
10.4234979132656,932.941326210275,13.7059425525872,-2.02773091387935,183.973729257239,-1.82665797821396
9.99164205899773,1134.07621381804,16.5200059124501,-2.66718500913121,438.112227383885,-1.71612491539039
7.77150753129584,774.941297564035,15.4441676474758,-2.94250327374321,262.312094512318,-1.89149689514466
9.44202039989953,788.5356383274,5.68745777534011,-3.80521719837561,212.45856621423,-1.90890438833677
8.39333836211202,1228.51592901784,18.7029528658333,-5.40040417143609,345.257661330048,-1.42872225696987
8.64630210554848,865.806811423972,4.74756189840458,-6.51879073430318,140.181372474181,-1.37670254094756
10.8786899111389,675.529214510073,15.8588329824619,-4.67342989225872,271.302032296197,-1.42246676868555
10.1788077664872,1099.89096489487,12.2110154667171,-6.80957167509478,164.732410032574,-1.32288528057829
7.95140187217233,1196.99291214968,16.1937982092961,-6.37517845898401,38.4543487480065,-1.53328076297269
7.21899088389861,963.139790256197,20.1984886396599,-1.01953915976919,82.3344784219905,-1.51704557164326
7.90407066691356,901.808174007262,8.97981959969038,-3.73794432927389,189.717056020667,-1.48406809812592
9.19140799469315,1099.61556641571,7.50865637919245,-2.44376531555317,448.799564313299,-1.31211499872776
8.30578934652731,688.359308118622,2.37401793530444,-2.22728902620729,423.89320941576,-1.46584266542667
7.02593783733125,968.627019046495,14.9296578141783,-1.48365223600995,433.159119987744,-1.64454333042638
10.7833208439096,526.700170704474,9.42970521804333,-1.53090854031034,409.397677183539,-1.39006345090954
10.3139452388355,1178.82535841316,8.80496507911012,-5.87223712569103,453.664535565457,-1.8021592056744
8.43602293698738,633.560163235913,8.57592824181387,-6.46247719815001,372.73865580551,-1.65183616899504
10.006222519589,1071.64515396953,4.31052526657392,-2.58909844378941,117.712633556997,-1.33331193100004
10.9710148267293,824.424060524131,3.51324645779484,-5.54691743613221,100.013778163741,-1.54627104714398
9.77407241496257,609.213825268671,20.992545457064,-6.972501162556,90.841167492792,-1.51321489486627
7.51559732660341,1279.40065009209,6.43825495415367,-5.00672250564676,394.217992194773,-1.57028450945326
8.95668274673323,1029.07442646101,17.5021224042168,-3.09395257476717,28.8381971310203,-1.30055244391659
10.0981952198936,1180.61868184867,19.429078252827,-4.07580781180877,66.5239260325907,-1.71010942441358
7.67081470862031,1075.29368905351,8.23972123062704,-1.13256678204052,165.540895301461,-2.0202094050839
8.02701667241442,650.54656249471,7.13037509314405,-6.19808324996848,20.7942650568439,-2.0817717059876
9.7065888511017,556.250767896573,3.72460816424961,-5.79736422018614,331.47394569288,-1.31987930567026
8.85327108733667,1240.18995055308,3.92197131091574,-5.94257134329528,11.3200430205713,-1.50376312188695
8.48354655778967,569.635759238154,17.1352043115883,-3.61995914292056,497.739730731584,-1.47840864164747
8.25520122999636,1166.19208582677,20.0088103922239,-4.11403147911187,393.099636674121,-2.05021308722711
9.35006800626094,552.575080674762,9.99184434003352,-2.33952076053247,47.4710230083826,-1.44888511991147
10.561847578998,1010.79902233556,18.1302053614364,-1.71762153347954,337.357243862702,-1.40008450628574
7.2747979924238,719.91368609791,3.10621952535973,-3.90928935334086,469.15371908197,-2.2922275308904
